workload	opcode	origin	visit	types	memory	action	type_idx	new_type	count	share_percent
mafft	G_MUL	initial	revisit	i32	-	Legal	0	-	122	0.075944
mafft	G_FPTOSI	initial	first	i32,f64	-	Legal	0	-	120	0.074699
mafft	G_STORE	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	119	0.074077
mafft	G_SITOFP	initial	first	f32,i32	-	Legal	0	-	107	0.066607
mafft	G_STORE	initial	first	i32,p0	i32@8@not_atomic@not_atomic	Legal	0	-	94	0.058514
mafft	G_FCMP	initial	first	i1,f64	-	WidenScalar	0	i32	93	0.057892
mafft	G_FCMP	initial	revisit	i32,f64	-	Legal	0	-	93	0.057892
mafft	G_LOAD	initial	first	p0,p0	p0@128@not_atomic@not_atomic	Legal	0	-	90	0.056025
mafft	G_PTRTOINT	initial	first	i64,p0	-	Legal	0	-	86	0.053535
mafft	G_CONSTANT	generated	first	i32	-	Legal	0	-	75	0.046687
mafft	G_FMA	initial	first	f32	-	Legal	0	-	74	0.046065
mafft	G_FMUL	initial	first	f32	-	Legal	0	-	66	0.041085
mafft	G_LOAD	initial	first	i32,p0	i32@128@not_atomic@not_atomic	Legal	0	-	52	0.032370
mafft	G_SUB	initial	first	i64	-	Legal	0	-	47	0.029257
mafft	G_ICMP	initial	first	i1,i8	-	WidenScalar	1	i32	44	0.027390
mafft	G_ICMP	initial	revisit	i1,i32	-	WidenScalar	0	i32	44	0.027390
mafft	G_ZEXT	generated	first	i32,i8	-	Legal	0	-	44	0.027390
mafft	G_CONSTANT	initial	first	i1	-	WidenScalar	0	i8	39	0.024277
mafft	G_CONSTANT	initial	revisit	i8	-	Legal	0	-	39	0.024277
mafft	G_STORE	initial	revisit	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	39	0.024277
mafft	G_CONSTANT	generated	first	i16	-	Legal	0	-	36	0.022410
mafft	G_ADD	initial	first	i64	-	Legal	0	-	33	0.020542
mafft	G_ANYEXT	generated	first	i32,i16	-	Legal	0	-	32	0.019920
mafft	G_PHI	initial	first	i1	-	WidenScalar	0	i16	32	0.019920
mafft	G_PHI	initial	revisit	i16	-	Legal	0	-	32	0.019920
mafft	G_TRUNC	generated	first	i16,i32	-	Legal	0	-	32	0.019920
mafft	G_AND	generated	first	i32	-	Legal	0	-	30	0.018675
mafft	G_FNEG	initial	first	f64	-	Legal	0	-	27	0.016807
mafft	G_SDIV	initial	first	i32	-	Legal	0	-	27	0.016807
mafft	G_TRUNC	initial	first	i8,i32	-	Legal	0	-	24	0.014940
mafft	G_ICMP	initial	first	i1,i64	-	WidenScalar	0	i32	23	0.014317
mafft	G_ICMP	initial	revisit	i32,i64	-	Legal	0	-	23	0.014317
mafft	G_LOAD	initial	first	f32,p0	f32@64@not_atomic@not_atomic	Legal	0	-	18	0.011205
mafft	G_AND	initial	first	i32	-	Legal	0	-	17	0.010582
mafft	G_CONSTANT	generated	first	i64	-	Legal	0	-	17	0.010582
mafft	G_SHL	initial	first	i32,i32	-	Custom	0	-	16	0.009960
mafft	G_SHL	initial	revisit	i32,i64	-	Legal	0	-	16	0.009960
mafft	G_ZEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	16	0.009960
mafft	G_LOAD	initial	first	i16,p0	s16@8@not_atomic@not_atomic	Legal	0	-	14	0.008715
mafft	G_MUL	generated	first	i32	-	Legal	0	-	14	0.008715
mafft	G_SDIV	generated	first	i32	-	Legal	0	-	14	0.008715
mafft	G_SREM	initial	first	i32	-	Lower	0	-	14	0.008715
mafft	G_STORE	initial	first	i16,p0	s16@8@not_atomic@not_atomic	Legal	0	-	14	0.008715
mafft	G_SUB	generated	first	i32	-	Legal	0	-	14	0.008715
mafft	G_LOAD	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	11	0.006847
mafft	G_STORE	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	11	0.006847
mafft	G_FNEG	initial	first	f32	-	Legal	0	-	10	0.006225
mafft	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	9	0.005602
mafft	G_FDIV	initial	first	f32	-	Legal	0	-	8	0.004980
mafft	G_FSUB	initial	first	f32	-	Legal	0	-	8	0.004980
mafft	G_LOAD	initial	first	f128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	8	0.004980
mafft	G_PHI	initial	first	f64	-	Legal	0	-	8	0.004980
mafft	G_SELECT	initial	revisit	p0,i32	-	Legal	0	-	8	0.004980
mafft	G_STORE	initial	first	f128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	8	0.004980
mafft	G_STORE	initial	first	f32,p0	f32@64@not_atomic@not_atomic	Legal	0	-	7	0.004357
mafft	G_PHI	initial	first	f32	-	Legal	0	-	6	0.003735
mafft	G_SITOFP	initial	first	f64,i64	-	Legal	0	-	6	0.003735
mafft	G_ADD	initial	revisit	i32	-	Legal	0	-	5	0.003112
mafft	G_ZEXT	initial	first	i64,i32	-	Legal	0	-	5	0.003112
mafft	G_SELECT	initial	first	p0,i1	-	WidenScalar	1	i32	4	0.002490
mafft	G_FPTOSI	initial	first	i32,f32	-	Legal	0	-	3	0.001867
mafft	G_SITOFP	initial	revisit	f32,i32	-	Legal	0	-	3	0.001867
mafft	G_XOR	initial	first	i1	-	WidenScalar	0	i32	3	0.001867
mafft	G_XOR	initial	revisit	i32	-	Legal	0	-	3	0.001867
mafft	G_BRJT	initial	first	p0,i64	-	Legal	0	-	2	0.001245
mafft	G_FPTOSI	initial	first	i64,f64	-	Legal	0	-	2	0.001245
mafft	G_JUMP_TABLE	initial	first	p0	-	Legal	0	-	2	0.001245
mafft	G_PHI	initial	first	i64	-	Legal	0	-	2	0.001245
mafft	G_SDIV	initial	first	i64	-	Legal	0	-	2	0.001245
mafft	G_SITOFP	initial	revisit	f64,i32	-	Legal	0	-	2	0.001245
mafft	G_AND	generated	first	i64	-	Legal	0	-	1	0.000622
mafft	G_ANYEXT	generated	first	i64,i32	-	Legal	0	-	1	0.000622
mafft	G_ASHR	initial	first	i32,i32	-	Custom	0	-	1	0.000622
mafft	G_ASHR	initial	revisit	i32,i64	-	Legal	0	-	1	0.000622
mafft	G_LOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	1	0.000622
mafft	G_SITOFP	initial	first	f32,i64	-	Legal	0	-	1	0.000622
mafft	G_ZEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	1	0.000622
SPASS	G_FRAME_INDEX	initial	first	p0	-	Legal	0	-	35568	19.517656
SPASS	G_LOAD	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	28222	15.486597
SPASS	G_BR	initial	first	-	-	Legal	0	-	18717	10.270804
SPASS	G_BRCOND	initial	revisit	i32	-	Legal	0	-	14841	8.143880
SPASS	G_STORE	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	12428	6.819766
SPASS	G_CONSTANT	initial	first	i32	-	Legal	0	-	10472	5.746426
SPASS	G_LOAD	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	8628	4.734546
SPASS	G_BRCOND	initial	first	i1	-	WidenScalar	0	i32	7523	4.128186
SPASS	G_ICMP	initial	revisit	i32,i32	-	Legal	0	-	7145	3.920762
SPASS	G_ICMP	initial	first	i1,i32	-	WidenScalar	0	i32	7141	3.918567
SPASS	G_STORE	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	6296	3.454880
SPASS	G_GLOBAL_VALUE	initial	first	p0	-	Custom	0	-	4275	2.345872
SPASS	G_CONSTANT	initial	first	i64	-	Legal	0	-	3499	1.920048
SPASS	G_PTR_ADD	initial	first	p0,i64	-	Legal	0	-	3463	1.900294
SPASS	G_ADD	initial	first	i32	-	Legal	0	-	1392	0.763849
SPASS	G_CONSTANT	initial	first	p0	-	Legal	0	-	865	0.474662
SPASS	G_ICMP	initial	first	i1,p0	-	WidenScalar	0	i32	813	0.446127
SPASS	G_ICMP	initial	revisit	i32,p0	-	Legal	0	-	813	0.446127
SPASS	G_SHL	initial	first	i64,i64	-	Legal	0	-	757	0.415398
SPASS	G_SEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	548	0.300711
SPASS	G_CONSTANT	generated	first	i16	-	Legal	0	-	494	0.271079
SPASS	G_PHI	initial	revisit	i16	-	Legal	0	-	447	0.245288
SPASS	G_CONSTANT	initial	first	i1	-	WidenScalar	0	i8	423	0.232118
SPASS	G_CONSTANT	initial	revisit	i8	-	Legal	0	-	423	0.232118
SPASS	G_LOAD	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	393	0.215656
SPASS	G_PHI	initial	first	i1	-	WidenScalar	0	i16	393	0.215656
SPASS	G_ZEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	378	0.207424
SPASS	G_CONSTANT	generated	first	i32	-	Legal	0	-	375	0.205778
SPASS	G_AND	generated	first	i32	-	Legal	0	-	360	0.197547
SPASS	G_TRUNC	generated	first	i16,i32	-	Legal	0	-	339	0.186024
SPASS	G_ANYEXT	generated	first	i32,i16	-	Legal	0	-	338	0.185475
SPASS	G_LOAD	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	284	0.155843
SPASS	G_STORE	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	249	0.136637
SPASS	G_ADD	initial	first	i64	-	Legal	0	-	246	0.134991
SPASS	G_SUB	initial	first	i32	-	Legal	0	-	226	0.124016
SPASS	G_INTTOPTR	initial	first	p0,i64	-	Legal	0	-	225	0.123467
SPASS	G_STORE	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	204	0.111943
SPASS	G_SEXT	initial	first	i64,i32	-	Legal	0	-	173	0.094932
SPASS	G_SUB	generated	first	i32	-	Legal	0	-	165	0.090542
SPASS	G_MUL	generated	first	i32	-	Legal	0	-	164	0.089994
SPASS	G_PTRTOINT	initial	first	i32,p0	-	WidenScalar	0	i64	162	0.088896
SPASS	G_PTRTOINT	initial	revisit	i64,p0	-	Legal	0	-	162	0.088896
SPASS	G_TRUNC	generated	first	i32,i64	-	Legal	0	-	162	0.088896
SPASS	G_UDIV	generated	first	i32	-	Legal	0	-	162	0.088896
SPASS	G_UREM	initial	first	i32	-	Lower	0	-	162	0.088896
SPASS	G_TRUNC	initial	first	i32,i64	-	Legal	0	-	144	0.079019
SPASS	G_ZEXT	initial	first	i64,i32	-	Legal	0	-	123	0.067495
SPASS	G_ZEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	121	0.066398
SPASS	G_ICMP	initial	first	i1,i64	-	WidenScalar	0	i32	82	0.044997
SPASS	G_ICMP	initial	revisit	i32,i64	-	Legal	0	-	82	0.044997
SPASS	G_MUL	initial	first	i64	-	Legal	0	-	78	0.042802
SPASS	G_STORE	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	73	0.040058
SPASS	G_SUB	initial	first	i64	-	Legal	0	-	73	0.040058
SPASS	G_STORE	initial	first	p0,p0	p0@8@not_atomic@not_atomic	Legal	0	-	67	0.036766
SPASS	G_AND	initial	first	i32	-	Legal	0	-	53	0.029083
SPASS	G_SEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	51	0.027986
SPASS	G_PTRTOINT	initial	first	i64,p0	-	Legal	0	-	44	0.024145
SPASS	G_SELECT	initial	revisit	i32,i32	-	Legal	0	-	42	0.023047
SPASS	G_CONSTANT	initial	first	i8	-	Legal	0	-	39	0.021401
SPASS	G_PHI	initial	first	i32	-	Legal	0	-	39	0.021401
SPASS	G_PHI	initial	first	p0	-	Legal	0	-	33	0.018108
SPASS	G_LOAD	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	31	0.017011
SPASS	G_SEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	24	0.013170
SPASS	G_STORE	initial	revisit	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	24	0.013170
SPASS	G_SELECT	initial	first	i32,i1	-	WidenScalar	1	i32	21	0.011524
SPASS	G_ASHR	initial	first	i32,i32	-	Custom	0	-	20	0.010975
SPASS	G_LOAD	initial	first	p0,p0	p0@128@not_atomic@not_atomic	Legal	0	-	19	0.010426
SPASS	G_OR	initial	first	i32	-	Legal	0	-	19	0.010426
SPASS	G_STORE	initial	first	i32,p0	i32@8@not_atomic@not_atomic	Legal	0	-	19	0.010426
SPASS	G_TRUNC	initial	first	i8,i32	-	Legal	0	-	18	0.009877
SPASS	G_ZEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	18	0.009877
SPASS	G_CONSTANT	generated	first	i64	-	Legal	0	-	17	0.009329
SPASS	G_ZEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	17	0.009329
SPASS	G_STORE	initial	first	s128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	16	0.008780
SPASS	G_SELECT	initial	revisit	p0,i32	-	Legal	0	-	14	0.007682
SPASS	G_STORE	initial	first	i64,p0	i64@8@not_atomic@not_atomic	Legal	0	-	14	0.007682
SPASS	G_STORE	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	13	0.007134
SPASS	G_LOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	12	0.006585
SPASS	G_TRUNC	initial	first	i16,i32	-	Legal	0	-	11	0.006036
SPASS	G_MUL	initial	first	i32	-	Legal	0	-	10	0.005487
SPASS	G_OR	initial	first	i64	-	Legal	0	-	10	0.005487
SPASS	G_SEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	10	0.005487
SPASS	G_LOAD	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	8	0.004390
SPASS	G_STORE	initial	first	i64,p0	s64@64@not_atomic@not_atomic	Legal	0	-	8	0.004390
SPASS	G_SUB	generated	first	i64	-	Legal	0	-	8	0.004390
SPASS	G_AND	initial	first	i64	-	Legal	0	-	7	0.003841
SPASS	G_SELECT	initial	first	p0,i1	-	WidenScalar	1	i32	7	0.003841
SPASS	G_SHL	initial	first	i32,i32	-	Custom	0	-	7	0.003841
SPASS	G_SHL	initial	revisit	i32,i64	-	Legal	0	-	7	0.003841
SPASS	G_ADD	initial	first	i8	-	WidenScalar	0	i32	6	0.003292
SPASS	G_ADD	initial	revisit	i32	-	Legal	0	-	6	0.003292
SPASS	G_ANYEXT	generated	first	i32,i8	-	Legal	0	-	6	0.003292
SPASS	G_FCMP	initial	first	i1,f32	-	WidenScalar	0	i32	6	0.003292
SPASS	G_FCMP	initial	revisit	i32,f32	-	Legal	0	-	6	0.003292
SPASS	G_SDIV	initial	first	i32	-	Legal	0	-	6	0.003292
SPASS	G_SITOFP	initial	first	f32,i32	-	Legal	0	-	6	0.003292
SPASS	G_TRUNC	generated	first	i8,i32	-	Legal	0	-	6	0.003292
SPASS	G_UDIV	initial	first	i64	-	Legal	0	-	6	0.003292
SPASS	G_ZEXTLOAD	initial	first	i64,p0	i8@8@not_atomic@not_atomic	Legal	0	-	6	0.003292
SPASS	G_BRJT	initial	first	p0,i64	-	Legal	0	-	5	0.002744
SPASS	G_JUMP_TABLE	initial	first	p0	-	Legal	0	-	5	0.002744
SPASS	G_UDIV	initial	first	i32	-	Legal	0	-	5	0.002744
SPASS	G_DYN_STACKALLOC	initial	first	p0,i64	-	Custom	0	-	4	0.002195
SPASS	G_ICMP	initial	first	i1,i8	-	WidenScalar	1	i32	4	0.002195
SPASS	G_ICMP	initial	revisit	i1,i32	-	WidenScalar	0	i32	4	0.002195
SPASS	G_INTTOPTR	generated	first	p0,i64	-	Legal	0	-	4	0.002195
SPASS	G_LOAD	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	4	0.002195
SPASS	G_MUL	generated	first	i64	-	Legal	0	-	4	0.002195
SPASS	G_PTRTOINT	generated	first	i64,p0	-	Legal	0	-	4	0.002195
SPASS	G_STORE	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	4	0.002195
SPASS	G_UDIV	generated	first	i64	-	Legal	0	-	4	0.002195
SPASS	G_UREM	initial	first	i64	-	Lower	0	-	4	0.002195
SPASS	G_ZEXT	generated	first	i32,i8	-	Legal	0	-	4	0.002195
SPASS	G_ASHR	initial	revisit	i32,i64	-	Legal	0	-	3	0.001646
SPASS	G_CONSTANT	initial	first	i16	-	Legal	0	-	3	0.001646
SPASS	G_XOR	initial	first	i1	-	WidenScalar	0	i32	3	0.001646
SPASS	G_XOR	initial	revisit	i32	-	Legal	0	-	3	0.001646
SPASS	G_AND	generated	first	i64	-	Legal	0	-	2	0.001097
SPASS	G_FCONSTANT	initial	first	f32	-	Legal	0	-	2	0.001097
SPASS	G_FPTOUI	initial	first	i32,f64	-	Legal	0	-	2	0.001097
SPASS	G_LOAD	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	2	0.001097
SPASS	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@16@not_atomic@not_atomic	Libcall	0	-	2	0.001097
SPASS	G_MEMCPY	initial	first	p0,p0,i64	s8@64@not_atomic@not_atomic,s8@64@not_atomic@not_atomic	Libcall	0	-	2	0.001097
SPASS	G_SDIV	generated	first	i32	-	Legal	0	-	2	0.001097
SPASS	G_SDIV	initial	first	i64	-	Legal	0	-	2	0.001097
SPASS	G_SELECT	generated	revisit	i32,s32	-	Legal	0	-	2	0.001097
SPASS	G_SEXTLOAD	initial	first	i64,p0	i16@16@not_atomic@not_atomic	Legal	0	-	2	0.001097
SPASS	G_SITOFP	initial	first	f64,i32	-	Legal	0	-	2	0.001097
SPASS	G_SREM	initial	first	i32	-	Lower	0	-	2	0.001097
SPASS	G_VASTART	initial	first	p0	s256@64@not_atomic@not_atomic	Legal	0	-	2	0.001097
SPASS	G_ABS	initial	first	i32	-	Custom	0	-	1	0.000549
SPASS	G_ANYEXT	generated	first	i64,i16	-	Legal	0	-	1	0.000549
SPASS	G_ICMP	generated	first	s1,i32	-	WidenScalar	0	s32	1	0.000549
SPASS	G_ICMP	generated	revisit	s32,i32	-	Legal	0	-	1	0.000549
SPASS	G_LOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	1	0.000549
SPASS	G_LOAD	initial	first	i32,p0	i32@128@not_atomic@not_atomic	Legal	0	-	1	0.000549
SPASS	G_MEMSET	initial	first	p0,i8,i64	s8@8@not_atomic@not_atomic	Libcall	0	-	1	0.000549
SPASS	G_SELECT	generated	first	i32,s1	-	WidenScalar	1	s32	1	0.000549
SPASS	G_STORE	initial	first	f32,p0	f32@32@not_atomic@not_atomic	Legal	0	-	1	0.000549
SPASS	G_STORE	initial	first	i16,p0	i16@64@not_atomic@not_atomic	Legal	0	-	1	0.000549
sqlite3	G_FRAME_INDEX	initial	first	p0	-	Legal	0	-	28933	15.958192
sqlite3	G_LOAD	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	24182	13.337746
sqlite3	G_BR	initial	first	-	-	Legal	0	-	15505	8.551888
sqlite3	G_BRCOND	initial	revisit	i32	-	Legal	0	-	13467	7.427815
sqlite3	G_PTR_ADD	initial	first	p0,i64	-	Legal	0	-	12238	6.749952
sqlite3	G_CONSTANT	initial	first	i64	-	Legal	0	-	10695	5.898900
sqlite3	G_CONSTANT	initial	first	i32	-	Legal	0	-	10197	5.624224
sqlite3	G_LOAD	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	8050	4.440032
sqlite3	G_BRCOND	initial	first	i1	-	WidenScalar	0	i32	6803	3.752241
sqlite3	G_STORE	initial	first	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	6138	3.385455
sqlite3	G_STORE	initial	first	p0,p0	p0@64@not_atomic@not_atomic	Legal	0	-	5722	3.156008
sqlite3	G_ICMP	initial	revisit	i32,i32	-	Legal	0	-	5187	2.860925
sqlite3	G_ICMP	initial	first	i1,i32	-	WidenScalar	0	i32	4773	2.632580
sqlite3	G_CONSTANT	initial	first	p0	-	Legal	0	-	2255	1.243761
sqlite3	G_ADD	initial	first	i32	-	Legal	0	-	1988	1.096495
sqlite3	G_ICMP	initial	first	i1,p0	-	WidenScalar	0	i32	1703	0.939301
sqlite3	G_ICMP	initial	revisit	i32,p0	-	Legal	0	-	1703	0.939301
sqlite3	G_LOAD	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	1448	0.798654
sqlite3	G_SEXTLOAD	initial	first	i64,p0	i32@32@not_atomic@not_atomic	Legal	0	-	1433	0.790381
sqlite3	G_GLOBAL_VALUE	initial	first	p0	-	Custom	0	-	1177	0.649182
sqlite3	G_CONSTANT	initial	first	i8	-	Legal	0	-	1123	0.619398
sqlite3	G_ZEXTLOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	974	0.537216
sqlite3	G_CONSTANT	generated	first	i32	-	Legal	0	-	713	0.393260
sqlite3	G_STORE	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	670	0.369543
sqlite3	G_STORE	initial	first	i32,p0	i32@64@not_atomic@not_atomic	Legal	0	-	664	0.366234
sqlite3	G_AND	initial	first	i32	-	Legal	0	-	587	0.323764
sqlite3	G_SHL	initial	first	i64,i64	-	Legal	0	-	555	0.306114
sqlite3	G_LOAD	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	523	0.288464
sqlite3	G_MUL	initial	first	i64	-	Legal	0	-	516	0.284603
sqlite3	G_SEXT	initial	first	i64,i32	-	Legal	0	-	467	0.257577
sqlite3	G_ICMP	initial	revisit	i1,i32	-	WidenScalar	0	i32	414	0.228345
sqlite3	G_ICMP	initial	first	i1,i8	-	WidenScalar	1	i32	411	0.226690
sqlite3	G_ZEXT	generated	first	i32,i8	-	Legal	0	-	411	0.226690
sqlite3	G_TRUNC	initial	first	i32,i64	-	Legal	0	-	370	0.204076
sqlite3	G_STORE	initial	first	i64,p0	i64@64@not_atomic@not_atomic	Legal	0	-	367	0.202421
sqlite3	G_LOAD	initial	first	i8,p0	i8@8@not_atomic@not_atomic	Legal	0	-	299	0.164915
sqlite3	G_TRUNC	initial	first	i8,i32	-	Legal	0	-	281	0.154987
sqlite3	G_OR	initial	first	i32	-	Legal	0	-	276	0.152230
sqlite3	G_ZEXTLOAD	initial	first	i32,p0	i8@64@not_atomic@not_atomic	Legal	0	-	257	0.141750
sqlite3	G_ZEXTLOAD	initial	first	i32,p0	i16@16@not_atomic@not_atomic	Legal	0	-	245	0.135131
sqlite3	G_CONSTANT	generated	first	i64	-	Legal	0	-	244	0.134580
sqlite3	G_ZEXTLOAD	initial	first	i32,p0	i16@32@not_atomic@not_atomic	Legal	0	-	235	0.129616
sqlite3	G_CONSTANT	generated	first	i16	-	Legal	0	-	208	0.114724
sqlite3	G_CONSTANT	initial	first	i1	-	WidenScalar	0	i8	205	0.113069
sqlite3	G_CONSTANT	initial	revisit	i8	-	Legal	0	-	205	0.113069
sqlite3	G_PHI	initial	revisit	i16	-	Legal	0	-	196	0.108105
sqlite3	G_SHL	initial	first	i32,i32	-	Custom	0	-	188	0.103693
sqlite3	G_ADD	initial	first	i64	-	Legal	0	-	186	0.102590
sqlite3	G_PHI	initial	first	i1	-	WidenScalar	0	i16	184	0.101486
sqlite3	G_AND	generated	first	i32	-	Legal	0	-	183	0.100935
sqlite3	G_ANYEXT	generated	first	i32,i16	-	Legal	0	-	180	0.099280
sqlite3	G_TRUNC	generated	first	i16,i32	-	Legal	0	-	180	0.099280
sqlite3	G_SHL	initial	revisit	i32,i64	-	Legal	0	-	176	0.097074
sqlite3	G_SELECT	initial	revisit	i32,i32	-	Legal	0	-	175	0.096522
sqlite3	G_LOAD	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	165	0.091007
sqlite3	G_STORE	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	162	0.089352
sqlite3	G_ICMP	initial	first	i1,i64	-	WidenScalar	0	i32	159	0.087698
sqlite3	G_ICMP	initial	revisit	i32,i64	-	Legal	0	-	159	0.087698
sqlite3	G_SUB	initial	first	i32	-	Legal	0	-	153	0.084388
sqlite3	G_STORE	initial	first	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	150	0.082734
sqlite3	G_TRUNC	initial	first	i16,i32	-	Legal	0	-	146	0.080527
sqlite3	G_SEXTLOAD	initial	first	i64,p0	i32@64@not_atomic@not_atomic	Legal	0	-	130	0.071702
sqlite3	G_STORE	initial	first	i16,p0	i16@32@not_atomic@not_atomic	Legal	0	-	126	0.069496
sqlite3	G_STORE	initial	first	f64,p0	f64@64@not_atomic@not_atomic	Legal	0	-	109	0.060120
sqlite3	G_CONSTANT	initial	first	i16	-	Legal	0	-	102	0.056259
sqlite3	G_LOAD	initial	first	i8,p0	i8@16@not_atomic@not_atomic	Legal	0	-	99	0.054604
sqlite3	G_LOAD	initial	first	i8,p0	i8@64@not_atomic@not_atomic	Legal	0	-	98	0.054053
sqlite3	G_MUL	initial	first	i32	-	Legal	0	-	98	0.054053
sqlite3	G_ZEXTLOAD	initial	first	i32,p0	i8@16@not_atomic@not_atomic	Legal	0	-	97	0.053501
sqlite3	G_LSHR	initial	first	i32,i32	-	Custom	0	-	95	0.052398
sqlite3	G_LSHR	initial	revisit	i32,i64	-	Legal	0	-	95	0.052398
sqlite3	G_STORE	initial	first	i16,p0	i16@16@not_atomic@not_atomic	Legal	0	-	93	0.051295
sqlite3	G_SELECT	initial	first	i32,i1	-	WidenScalar	1	i32	88	0.048537
sqlite3	G_FCONSTANT	initial	first	f64	-	Legal	0	-	84	0.046331
sqlite3	G_SELECT	initial	revisit	p0,i32	-	Legal	0	-	83	0.045779
sqlite3	G_STORE	initial	first	s128,p0	s128@8@not_atomic@not_atomic	Legal	0	-	80	0.044125
sqlite3	G_ZEXTLOAD	initial	first	i32,p0	i8@32@not_atomic@not_atomic	Legal	0	-	74	0.040815
sqlite3	G_PHI	initial	first	i32	-	Legal	0	-	69	0.038057
sqlite3	G_STORE	initial	first	i64,p0	i64@8@not_atomic@not_atomic	Legal	0	-	64	0.035300
sqlite3	G_PTRTOINT	initial	first	i64,p0	-	Legal	0	-	62	0.034197
sqlite3	G_PHI	initial	first	p0	-	Legal	0	-	61	0.033645
sqlite3	G_SDIV	initial	first	i32	-	Legal	0	-	60	0.033093
sqlite3	G_SUB	initial	first	i64	-	Legal	0	-	58	0.031990
sqlite3	G_STORE	initial	revisit	i32,p0	i32@32@not_atomic@not_atomic	Legal	0	-	55	0.030336
sqlite3	G_MEMCPY	initial	first	p0,p0,i64	s8@8@not_atomic@not_atomic,s8@8@not_atomic@not_atomic	Libcall	0	-	54	0.029784
sqlite3	G_LOAD	initial	first	i32,p0	i8@8@not_atomic@not_atomic	Legal	0	-	53	0.029233
sqlite3	G_STORE	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	53	0.029233
sqlite3	G_STORE	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	52	0.028681
sqlite3	G_SEXTLOAD	initial	first	i32,p0	i16@64@not_atomic@not_atomic	Legal	0	-	51	0.028129
sqlite3	G_LOAD	initial	first	f128,p0	s128@64@not_atomic@not_atomic	Legal	0	-	49	0.027026
sqlite3	G_LOAD	initial	first	i8,p0	i8@32@not_atomic@not_atomic	Legal	0	-	44	0.024268
sqlite3	G_STORE	initial	first	i32,p0	i32@8@not_atomic@not_atomic	Legal	0	-	44	0.024268
