workload	kind	callee	calling_conv	is_vararg	is_tail	is_musttail	can_lower_return	features	return_type	arg_types	split_arg_types	count	share_percent
consumer-typeset	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},double{vararg},ptr{pointer,vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},double{vararg},ptr{pointer,vararg}	2	0.033129
consumer-typeset	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg}	2	0.033129
consumer-typeset	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	2	0.033129
consumer-typeset	call	indirect	0	0	0	0	1	-	void	i32,i32,ptr{pointer}	i32,i32,ptr{pointer}	2	0.033129
consumer-typeset	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32	2	0.033129
consumer-typeset	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,i32,ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer}	2	0.033129
consumer-typeset	call	direct	0	0	0	0	1	-	double	double,double	double,double	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	i32	i16,i32,ptr{pointer}	i16,i32,ptr{pointer}	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	i32	i32,i8,i8	i32,i8,i8	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	i32	i8,i32	i8,i32	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i16,ptr{pointer},ptr{pointer}	ptr{pointer},i16,ptr{pointer},ptr{pointer}	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer}	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32	ptr{pointer},i32,i32	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	ptr{pointer}	i32,i32,i32	i32,i32,i32	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	ptr{pointer}	i64,i64	i64,i64	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i8	ptr{pointer},i8	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	float,float	float,float	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	i16,i32	i16,i32	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	i32,i32,i32,i32,i32,i32,i32	i32,i32,i32,i32,i32,i32,i32	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	ptr{pointer},float	ptr{pointer},float	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	ptr{pointer},i16,i32,i32	ptr{pointer},i16,i32,i32	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i16,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i16,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i16,ptr{pointer}	ptr{pointer},ptr{pointer},i16,ptr{pointer}	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},i32,ptr{pointer}	1	0.016565
consumer-typeset	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},i32	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},double{vararg},double{vararg},double{vararg},double{vararg}	ptr{pointer},ptr{pointer},double{vararg},double{vararg},double{vararg},double{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},i32{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},i32{vararg},ptr{pointer,vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg},ptr{pointer,vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},ptr{pointer,vararg},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},ptr{pointer,vararg},i32{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64{vararg}	ptr{pointer},ptr{pointer},i64{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},i32{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i64{vararg},i32{vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},i64{vararg},i32{vararg},ptr{pointer,vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},double{vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},double{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},i32{vararg},i32{vararg},i32{vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},i32{vararg},i32{vararg},i32{vararg}	1	0.016565
consumer-typeset	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	1	0.016565
consumer-typeset	call	indirect	0	0	0	0	1	-	void	i32,i32,i32,i32,i32	i32,i32,i32,i32,i32	1	0.016565
consumer-typeset	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	1	0.016565
consumer-typeset	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32	ptr{pointer},i32	1	0.016565
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	3258	14.681628
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer}	ptr{pointer}	2651	11.946285
kimwitu++	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	2383	10.738588
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	2101	9.467802
kimwitu++	call	indirect	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	1383	6.232256
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	1187	5.349015
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},ptr{pointer},i64	1006	4.533369
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	-	-	791	3.564508
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64	ptr{pointer},i64	674	3.037267
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	571	2.573115
kimwitu++	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	451	2.032355
kimwitu++	call	direct	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	426	1.919697
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	i64	i64	386	1.739444
kimwitu++	call	indirect	0	0	0	0	1	-	void	ptr{pointer}	ptr{pointer}	361	1.626786
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	360	1.622279
kimwitu++	call	direct	0	0	0	0	1	-	void	-	-	338	1.523140
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	308	1.387950
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	258	1.162634
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	235	1.058988
kimwitu++	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	222	1.000406
kimwitu++	call	indirect	0	0	0	0	1	-	i1	ptr{pointer}	ptr{pointer}	195	0.878735
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	193	0.869722
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32	ptr{pointer},i32	165	0.743545
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer}	ptr{pointer}	164	0.739038
kimwitu++	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	143	0.644405
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	135	0.608355
kimwitu++	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer}	127	0.572304
kimwitu++	call	direct	0	0	0	0	1	-	i1	ptr{pointer}	ptr{pointer}	123	0.554279
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	101	0.455139
kimwitu++	call	direct	0	0	0	0	1	-	void	i1	i1	92	0.414582
kimwitu++	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	86	0.387545
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	73	0.328962
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer}	ptr{pointer}	69	0.310937
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer}	ptr{pointer,sret},ptr{pointer}	66	0.297418
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},i32	61	0.274886
kimwitu++	call	direct	0	0	0	0	1	-	i64	i64	i64	60	0.270380
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64	ptr{pointer},i64	56	0.252355
kimwitu++	invoke	direct	0	0	0	0	1	-	void	-	-	54	0.243342
kimwitu++	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	42	0.189266
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	42	0.189266
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	36	0.162228
kimwitu++	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	35	0.157722
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},ptr{pointer}	ptr{pointer,sret},ptr{pointer},ptr{pointer}	35	0.157722
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	i32	i32	34	0.153215
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},ptr{pointer}	ptr{pointer,sret},ptr{pointer},ptr{pointer}	28	0.126177
kimwitu++	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	27	0.121671
kimwitu++	call	direct	0	0	0	0	1	-	i64	-	-	27	0.121671
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	27	0.121671
kimwitu++	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	26	0.117165
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	24	0.108152
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	21	0.094633
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	19	0.085620
kimwitu++	call	direct	0	0	0	0	1	-	[2 x i64]	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	18	0.081114
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i1	ptr{pointer},i1	18	0.081114
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg}	17	0.076608
kimwitu++	call	direct	0	0	0	0	1	-	void	i32	i32	16	0.072101
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i64	ptr{pointer},i64	15	0.067595
kimwitu++	call	direct	0	0	0	0	1	-	i32	i32	i32	14	0.063089
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	13	0.058582
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	i32,ptr{pointer}	i32,ptr{pointer}	13	0.058582
kimwitu++	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	12	0.054076
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i1	ptr{pointer},i64,i1	12	0.054076
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg}	12	0.054076
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	12	0.054076
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	10	0.045063
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	10	0.045063
kimwitu++	call	direct	0	0	0	0	1	-	i32	-	-	9	0.040557
kimwitu++	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer}	i32,ptr{pointer}	9	0.040557
kimwitu++	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	9	0.040557
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32	ptr{pointer},i32	9	0.040557
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	8	0.036051
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	8	0.036051
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	8	0.036051
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	8	0.036051
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	8	0.036051
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	7	0.031544
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	7	0.031544
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	6	0.027038
kimwitu++	call	direct	0	0	0	0	1	-	void	i1,ptr{pointer},ptr{pointer},ptr{pointer}	i1,ptr{pointer},ptr{pointer},ptr{pointer}	6	0.027038
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer,vararg},i32{vararg}	ptr{pointer},ptr{pointer,vararg},i32{vararg}	6	0.027038
kimwitu++	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	6	0.027038
kimwitu++	call	direct	0	0	0	0	1	-	[2 x i64]	ptr{pointer}	ptr{pointer}	5	0.022532
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},i64,i64	ptr{pointer,sret},ptr{pointer},i64,i64	5	0.022532
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	4	0.018025
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64	ptr{pointer},i64	4	0.018025
kimwitu++	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer}	i32,ptr{pointer}	4	0.018025
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg}	4	0.018025
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg}	4	0.018025
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	-	-	4	0.018025
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	4	0.018025
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	3	0.013519
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.013519
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32,i1	ptr{pointer},i32,i32,i1	3	0.013519
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i8	ptr{pointer},i8	3	0.013519
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},i1,i1	ptr{pointer},i1,i1	3	0.013519
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i8	ptr{pointer},i8	3	0.013519
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	3	0.013519
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.013519
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	3	0.013519
kimwitu++	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer},i64,ptr{pointer},i64,ptr{pointer}	ptr{pointer,sret},ptr{pointer},i64,ptr{pointer},i64,ptr{pointer}	3	0.013519
kimwitu++	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32	ptr{pointer},i32,i32	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32	ptr{pointer},i32	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32	ptr{pointer},i32,i32	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer}	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i64	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	2	0.009013
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer,vararg}	ptr{pointer},ptr{pointer,vararg}	2	0.009013
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},i32{vararg},ptr{pointer,vararg}	2	0.009013
kimwitu++	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg}	2	0.009013
kimwitu++	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	2	0.009013
kimwitu++	invoke	direct	0	0	0	0	1	-	i64	i64	i64	2	0.009013
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64,ptr{pointer},ptr{pointer}	ptr{pointer},i64,ptr{pointer},ptr{pointer}	2	0.009013
kimwitu++	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	2	0.009013
kimwitu++	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer}	ptr{pointer}	2	0.009013
kimwitu++	call	direct	0	0	0	0	1	-	i1	ptr{pointer},[2 x i64],[2 x i64]	ptr{pointer},i64{consecutive},i64{consecutive,consecutive-last},i64{consecutive},i64{consecutive,consecutive-last}	1	0.004506
kimwitu++	call	direct	0	0	0	0	1	-	i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	1	0.004506
