workload	kind	callee	calling_conv	is_vararg	is_tail	is_musttail	can_lower_return	features	return_type	arg_types	split_arg_types	count	share_percent
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i64	ptr{pointer},i64	48	0.028922
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},i32	ptr{pointer},i32,ptr{pointer},i32	46	0.027717
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},i64{vararg}	ptr{pointer},i64{vararg}	46	0.027717
TOTAL	invoke	direct	0	0	0	0	1	-	ptr{pointer}	i64,i32	i64,i32	46	0.027717
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer}	45	0.027115
TOTAL	call	direct	0	0	0	0	1	-	i64	i32,ptr{pointer},i64	i32,ptr{pointer},i64	45	0.027115
TOTAL	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	45	0.027115
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg}	45	0.027115
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i64,i32,ptr{pointer}	ptr{pointer},i64,i32,ptr{pointer}	45	0.027115
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32	ptr{pointer},i32	45	0.027115
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i64{vararg}	ptr{pointer},ptr{pointer},i64{vararg}	44	0.026512
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},i32{vararg},i32{vararg}	ptr{pointer},i32{vararg},i32{vararg}	44	0.026512
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},ptr{pointer}	ptr{pointer,sret},ptr{pointer}	44	0.026512
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	44	0.026512
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	44	0.026512
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer}	43	0.025910
TOTAL	call	direct	0	0	0	0	1	-	i1	i32	i32	42	0.025307
TOTAL	call	direct	0	0	0	0	1	-	void	i32,i32,ptr{pointer}	i32,i32,ptr{pointer}	42	0.025307
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},double	ptr{pointer},double	42	0.025307
TOTAL	call	direct	0	0	1	0	1	-	i32	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	42	0.025307
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i32,i32{vararg}	ptr{pointer},i32,i32{vararg}	42	0.025307
TOTAL	call	direct	0	0	0	0	1	-	void	i32,i32,i32,ptr{pointer}	i32,i32,i32,ptr{pointer}	41	0.024704
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer},ptr{pointer,vararg}	ptr{pointer},i64,ptr{pointer},ptr{pointer,vararg}	41	0.024704
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},i32{vararg},ptr{pointer,vararg}	41	0.024704
TOTAL	call	direct	0	0	0	0	1	-	float	float,float,float	float,float,float	40	0.024102
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	40	0.024102
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},i32{vararg},ptr{pointer,vararg}	ptr{pointer},i32{vararg},ptr{pointer,vararg}	40	0.024102
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,i32,i32,i32,i32,i32	ptr{pointer},i32,i32,i32,i32,i32,i32,i32	40	0.024102
TOTAL	invoke	direct	0	0	0	0	1	-	float	ptr{pointer}	ptr{pointer}	40	0.024102
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},float	ptr{pointer},float	40	0.024102
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,i32,ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer}	40	0.024102
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},ptr{pointer,vararg},i32{vararg}	ptr{pointer},ptr{pointer,vararg},i32{vararg}	39	0.023499
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i1	ptr{pointer},i64,i1	38	0.022897
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	38	0.022897
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,i32,ptr{pointer},ptr{pointer}	37	0.022294
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	36	0.021692
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	36	0.021692
TOTAL	call	direct	0	0	0	0	1	-	%class.btQuaternion	ptr{pointer}	ptr{pointer}	35	0.021089
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer}	35	0.021089
TOTAL	call	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	34	0.020487
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},i64,i32,ptr{pointer}	ptr{pointer},i64,i32,ptr{pointer}	34	0.020487
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	33	0.019884
TOTAL	call	direct	0	0	0	0	1	-	i64	i64,ptr{pointer},i32	i64,ptr{pointer},i32	33	0.019884
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i32,i32	ptr{pointer},i64,i32,i32	33	0.019884
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i64	ptr{pointer},i64	33	0.019884
TOTAL	call	direct	0	0	0	0	1	-	i16	i16	i16	32	0.019282
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer}	32	0.019282
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},ptr{pointer}	32	0.019282
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i8	ptr{pointer},i8	32	0.019282
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i64,i64	ptr{pointer},ptr{pointer},ptr{pointer},i64,i64	32	0.019282
TOTAL	call	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32	ptr{pointer},i32	32	0.019282
TOTAL	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i8	ptr{pointer},i8	32	0.019282
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i8	ptr{pointer},i8	32	0.019282
TOTAL	call	indirect	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	31	0.018679
TOTAL	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	31	0.018679
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	31	0.018679
TOTAL	call	direct	0	0	0	0	1	-	float	float,float	float,float	30	0.018076
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer}	30	0.018076
TOTAL	call	direct	0	0	0	0	1	-	void	i32,i8	i32,i8	30	0.018076
TOTAL	call	direct	0	0	0	0	1	-	%class.btQuaternion	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	29	0.017474
TOTAL	call	direct	0	0	0	0	1	-	i64	i64,i64	i64,i64	29	0.017474
TOTAL	call	indirect	0	0	0	0	1	-	void	ptr{pointer},i32,i32	ptr{pointer},i32,i32	29	0.017474
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i1	ptr{pointer},i1	29	0.017474
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer},i32,ptr{pointer}	28	0.016871
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg}	ptr{pointer},ptr{pointer},i32{vararg},i32{vararg},i32{vararg}	28	0.016871
TOTAL	call	direct	0	0	0	0	1	-	[2 x i64]	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	27	0.016269
TOTAL	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	27	0.016269
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,i32,i32,ptr{pointer}	i32,i32,i32,ptr{pointer}	27	0.016269
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,ptr{pointer},i32	ptr{pointer},i32,ptr{pointer},i32	27	0.016269
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	27	0.016269
TOTAL	call	indirect	0	0	0	0	1	-	void	i32,i32,i32,i32,ptr{pointer}	i32,i32,i32,i32,ptr{pointer}	27	0.016269
TOTAL	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	27	0.016269
TOTAL	call	direct	0	0	0	0	1	-	double	ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32	26	0.015666
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,i8	i32,i8	26	0.015666
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},i32,ptr{pointer},ptr{pointer}	26	0.015666
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	26	0.015666
TOTAL	invoke	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	26	0.015666
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},i32,ptr{pointer}	i32,ptr{pointer},i32,ptr{pointer}	25	0.015064
TOTAL	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	25	0.015064
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},float,float,float	ptr{pointer},float,float,float	25	0.015064
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg}	25	0.015064
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	25	0.015064
TOTAL	invoke	direct	0	0	0	0	1	-	i1	ptr{pointer},i32	ptr{pointer},i32	25	0.015064
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},i64,i64,i64,i32	ptr{pointer},ptr{pointer},ptr{pointer},i64,i64,i64,i32	24	0.014461
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,ptr{pointer},ptr{pointer}	ptr{pointer},i64,ptr{pointer},ptr{pointer}	24	0.014461
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i32{vararg},i32{vararg}	ptr{pointer},i32{vararg},i32{vararg}	24	0.014461
TOTAL	invoke	indirect	0	0	0	0	1	-	float	ptr{pointer}	ptr{pointer}	24	0.014461
TOTAL	call	direct	0	0	0	0	1	-	void	i32,i32,i32,ptr{pointer},ptr{pointer},ptr{pointer}	i32,i32,i32,ptr{pointer},ptr{pointer},ptr{pointer}	23	0.013859
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer},i32{vararg}	ptr{pointer},i64,ptr{pointer},i32{vararg}	23	0.013859
TOTAL	invoke	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	23	0.013859
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i1	ptr{pointer},i1	23	0.013859
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	22	0.013256
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i64	22	0.013256
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},i32{vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},i32{vararg}	22	0.013256
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},i32{vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},i32{vararg}	22	0.013256
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	i32,i32,ptr{pointer},i32,ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	22	0.013256
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,ptr{pointer},ptr{pointer},ptr{pointer,vararg}	i32,ptr{pointer},ptr{pointer},ptr{pointer,vararg}	22	0.013256
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},i32{vararg},i64{vararg}	ptr{pointer},i32{vararg},i64{vararg}	22	0.013256
TOTAL	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i64	ptr{pointer},i64	22	0.013256
TOTAL	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	22	0.013256
TOTAL	invoke	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer}	ptr{pointer}	22	0.013256
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},i64	ptr{pointer},i64	22	0.013256
TOTAL	call	direct	0	0	0	0	1	-	%class.btVector3	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	21	0.012653
TOTAL	call	direct	0	0	0	0	1	-	i16	i16,i32	i16,i32	21	0.012653
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i64,ptr{pointer}	ptr{pointer},i64,ptr{pointer}	21	0.012653
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},float,ptr{pointer},ptr{pointer}	ptr{pointer},float,ptr{pointer},ptr{pointer}	21	0.012653
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i16	ptr{pointer},i16	21	0.012653
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i8,ptr{pointer},i8,i32,i32,i32,ptr{pointer},ptr{pointer}	ptr{pointer},i8,ptr{pointer},i8,i32,i32,i32,ptr{pointer},ptr{pointer}	21	0.012653
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,i32,ptr{pointer}	ptr{pointer},i32,i32,i32,ptr{pointer}	21	0.012653
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32,ptr{pointer},i1	ptr{pointer},i32,i32,ptr{pointer},i1	21	0.012653
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	21	0.012653
TOTAL	invoke	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer}	ptr{pointer}	21	0.012653
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i64,i32	ptr{pointer},i64,i32	20	0.012051
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i64	ptr{pointer},ptr{pointer},i32,i64	20	0.012051
TOTAL	call	direct	0	0	0	0	1	-	i64	ptr{pointer},ptr{pointer},i64	ptr{pointer},ptr{pointer},i64	20	0.012051
TOTAL	call	direct	0	0	0	0	1	-	void	i32,ptr{pointer},i32	i32,ptr{pointer},i32	20	0.012051
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},i32	ptr{pointer},i32	20	0.012051
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},i32,i32	ptr{pointer},i32,i32	20	0.012051
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},i1	20	0.012051
TOTAL	call	direct	0	0	0	0	1	-	double	-	-	19	0.011448
TOTAL	call	direct	0	0	0	0	1	-	float	ptr{pointer},i32	ptr{pointer},i32	19	0.011448
TOTAL	call	direct	0	0	0	0	1	-	i16	ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},ptr{pointer},i32,i32	19	0.011448
TOTAL	call	direct	0	0	0	0	1	-	i32	i32,ptr{pointer},i64	i32,ptr{pointer},i64	19	0.011448
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	19	0.011448
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	19	0.011448
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	19	0.011448
TOTAL	invoke	direct	0	0	0	0	1	-	i1	i32	i32	19	0.011448
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer,sret},i32	ptr{pointer,sret},i32	19	0.011448
TOTAL	call	direct	0	0	0	0	1	-	i16	ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer}	18	0.010846
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32,i32	ptr{pointer},i32,i32,i32	18	0.010846
TOTAL	call	direct	0	0	0	0	1	-	void	i32,i32,ptr{pointer},ptr{pointer}	i32,i32,ptr{pointer},ptr{pointer}	18	0.010846
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32,i32	ptr{pointer},ptr{pointer},i32,i32,i32	18	0.010846
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,i32,i1	18	0.010846
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,ptr{pointer},ptr{pointer},i32{vararg}	i32,ptr{pointer},ptr{pointer},i32{vararg}	18	0.010846
TOTAL	call	direct	0	1	0	0	1	-	ptr{pointer}	i32,ptr{pointer},ptr{pointer}	i32,ptr{pointer},ptr{pointer}	18	0.010846
TOTAL	call	indirect	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer}	18	0.010846
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	18	0.010846
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i8,ptr{pointer}	ptr{pointer},ptr{pointer},i32,i8,ptr{pointer}	17	0.010243
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	17	0.010243
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i1	17	0.010243
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,ptr{pointer},i16	ptr{pointer},i32,ptr{pointer},i16	17	0.010243
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i64,i64,ptr{pointer}	ptr{pointer},i64,i64,ptr{pointer}	17	0.010243
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i64,i32	ptr{pointer},ptr{pointer},i64,i32	17	0.010243
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32	17	0.010243
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	17	0.010243
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg},ptr{pointer,vararg}	17	0.010243
TOTAL	invoke	direct	0	0	0	0	1	-	ptr{pointer}	-	-	17	0.010243
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	17	0.010243
TOTAL	call	direct	0	0	0	0	1	-	double	double,double,i64	double,double,i64	16	0.009641
TOTAL	call	direct	0	0	0	0	1	-	i1	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	16	0.009641
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i8	ptr{pointer},i32,i8	16	0.009641
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	i8,ptr{pointer},i8,i8,i8,ptr{pointer}	i8,ptr{pointer},i8,i8,i8,ptr{pointer}	16	0.009641
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},float,float,float	ptr{pointer},ptr{pointer},float,float,float	16	0.009641
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	16	0.009641
TOTAL	call	direct	0	0	1	0	1	-	i32	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	16	0.009641
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg}	16	0.009641
TOTAL	call	direct	0	1	0	0	1	-	i32	ptr{pointer},ptr{pointer},double{vararg},double{vararg},double{vararg}	ptr{pointer},ptr{pointer},double{vararg},double{vararg},double{vararg}	16	0.009641
TOTAL	call	indirect	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},i32,i32	ptr{pointer},ptr{pointer},i32,i32	16	0.009641
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	16	0.009641
TOTAL	invoke	indirect	0	0	0	0	1	-	i32	ptr{pointer},i32,ptr{pointer}	ptr{pointer},i32,ptr{pointer}	16	0.009641
TOTAL	call	direct	0	0	0	0	1	-	float	ptr{pointer},ptr{pointer},i32	ptr{pointer},ptr{pointer},i32	15	0.009038
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},i32,i32,ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	15	0.009038
TOTAL	call	direct	0	0	0	0	1	-	i32	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},i32,ptr{pointer},ptr{pointer}	15	0.009038
TOTAL	call	direct	0	0	0	0	1	-	i64	ptr{pointer},i64,i32,i32	ptr{pointer},i64,i32,i32	15	0.009038
TOTAL	call	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i32,i32,i64,i16,ptr{pointer}	ptr{pointer},i32,i32,i64,i16,ptr{pointer}	15	0.009038
TOTAL	call	direct	0	0	0	0	1	-	void	ptr{pointer},i32,float	ptr{pointer},i32,float	15	0.009038
TOTAL	call	direct	0	1	0	0	1	-	void	ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg}	ptr{pointer},ptr{pointer,vararg},ptr{pointer,vararg},i32{vararg}	15	0.009038
TOTAL	invoke	direct	0	0	0	0	1	-	i32	-	-	15	0.009038
TOTAL	invoke	direct	0	0	0	0	1	-	i32	ptr{pointer},i32,i32	ptr{pointer},i32,i32	15	0.009038
TOTAL	invoke	direct	0	0	0	0	1	-	ptr{pointer}	ptr{pointer},i1	ptr{pointer},i1	15	0.009038
TOTAL	invoke	direct	0	0	0	0	1	-	void	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer},ptr{pointer}	15	0.009038
TOTAL	call	direct	0	0	0	0	1	-	[2 x i64]	ptr{pointer}	ptr{pointer}	14	0.008436
TOTAL	call	direct	0	0	0	0	1	-	i1	-	-	14	0.008436
